fname,ID,Status,pixel size,Single tick,Sex,Lifestage,Feed-Stage,Species,Identifier_initials,ID_date,Notes,re-cropped
/Volumes/My Passport/MLS_project/OriginalData/42763705+Dermacentor_variabilis+Augment+RTS_65+life_a+fed.jpg,42763705,Augment,65.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/42765152+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,42765152,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42777310+Ixodes_scapularis+Augment+RTS_62+life_a+fed.jpg,42777310,Augment,62.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/4278020+Ixodes_scapularis+Augment+RTS_52+life_a+fed.jpg,4278020,Augment,52.0,True,f,a,fed,Ixodes scapularis,nan,nan,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42784986+Dermacentor_variabilis+Augment+RTS_60+life_a+fed.jpg,42784986,Augment,60.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42792729+Ixodes_scapularis+Augment+RTS_45+life_a+fed.jpg,42792729,Augment,45.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42794503+Amblyomma_americanum+Augment+RTS_35+life_a+fed.jpg,42794503,Augment,35.0,True,m,a,unfed,Amblyomma americanum,XL,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42804794+Dermacentor_variabilis+Augment+RTS_94+life_a+fed.jpg,42804794,Augment,94.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42812814+Amblyomma_americanum+Augment+RTS_27+life_a+fed.jpg,42812814,Augment,27.0,True,f,a,unfed,Amblyomma americanum,XL,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42813127+Ixodes_scapularis+Augment+RTS_76+life_a+fed.jpg,42813127,Augment,76.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/42817555+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,42817555,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42840211+Dermacentor_variabilis+Augment+RTS_55+life_a+fed.jpg,42840211,Augment,55.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42862503+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,42862503,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42877610+Ixodes_scapularis+Augment+RTS_53+life_a+fed.jpg,42877610,Augment,53.0,True,f,a,fed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42882501+Dermacentor_variabilis+Augment+RTS_70+life_a+fed.jpg,42882501,Augment,70.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42888562+Ixodes_scapularis+Augment+RTS_11+life_a+fed.jpg,42888562,Augment,11.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42890256+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,42890256,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42894879+Dermacentor_variabilis+Keep+RTS_60+life_a+fed.jpg,42894879,Keep,60.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/42894886+Dermacentor_variabilis+Augment+RTS_95+life_a+fed.jpg,42894886,Augment,95.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/42894899+Dermacentor_variabilis+Keep+RTS_30+life_a+fed.jpg,42894899,Keep,30.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42903123+Ixodes_scapularis+Augment+RTS_34+life_a+fed.jpg,42903123,Augment,34.0,True,unk,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42903429+Dermacentor_variabilis+Augment+RTS_45+life_a+fed.jpg,42903429,Augment,45.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42918826+Amblyomma_americanum+Augment+RTS_67+life_a+fed.jpg,42918826,Augment,67.0,True,f,a,fed,Amblyomma americanum,XL,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/42923170+Dermacentor_variabilis+Augment+RTS_42+life_a+fed.jpg,42923170,Augment,42.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42923508+Amblyomma_americanum+Keep+RTS_10+life_unk+feed_unk.jpg,42923508,Keep,10.0,True,unk,unk,unk,Amblyomma americanum,XL,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42923656+Dermacentor_variabilis+Augment+RTS_50+life_a+fed.jpg,42923656,Augment,50.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42946715+Ixodes_scapularis+Keep+RTS_20+life_a+fed.jpg,42946715,Keep,20.0,True,unk,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42962945+Dermacentor_variabilis+Augment+RTS_75+life_a+fed.jpg,42962945,Augment,75.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/42969088+Ixodes_scapularis+Augment+RTS_50+life_a+fed.jpg,42969088,Augment,50.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42990277+Dermacentor_variabilis+Augment+RTS_53+life_a+fed.jpg,42990277,Augment,53.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/42991953+Dermacentor_variabilis+Augment+RTS_180+life_a+fed.jpg,42991953,Augment,180.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43003041+Dermacentor_variabilis+Augment+RTS_80+life_a+fed.jpg,43003041,Augment,80.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43004819+Dermacentor_variabilis+Augment+RTS_60+life_a+fed.jpg,43004819,Augment,60.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43011846+Amblyomma_americanum+Augment+RTS_97+life_a+fed.jpg,43011846,Augment,97.0,True,m,a,unfed,Amblyomma americanum,XL,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43028003+Dermacentor_variabilis+Augment+RTS_76+life_a+fed.jpg,43028003,Augment,76.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43067183+Ixodes_scapularis+Augment+RTS_28+life_a+fed.jpg,43067183,Augment,28.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43075589+Dermacentor_variabilis+Augment+RTS_125+life_a+fed.jpg,43075589,Augment,125.0,True,f,a,fed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43083639+Ixodes_scapularis+Augment+RTS_20+life_a+fed.jpg,43083639,Augment,20.0,True,m,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/431015+Ixodes_scapularis+Augment+RTS_140+life_a+fed.jpg,431015,Augment,140.0,True,m,a,unfed,Ixodes scapularis,LJ,8/12/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43124777+Amblyomma_americanum+Augment+RTS_72+life_a+fed.jpg,43124777,Augment,72.0,True,f,a,unfed,Amblyomma americanum,XL,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43146513+Ixodes_scapularis+Augment+RTS_65+life_a+fed.jpg,43146513,Augment,65.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43149879+Dermacentor_variabilis+Augment+RTS_133+life_a+fed.jpg,43149879,Augment,133.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43159789+Ixodes_scapularis+Augment+RTS_24+life_a+fed.jpg,43159789,Augment,24.0,True,unk,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43187095+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,43187095,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43202314+Ixodes_scapularis+Augment+RTS_74+life_a+fed.jpg,43202314,Augment,74.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43203266+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,43203266,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43203295+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,43203295,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43207484+Ixodes_scapularis+Keep+RTS_22+life_unk+fed.jpg,43207484,Keep,22.0,True,unk,unk,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43231661+Ixodes_scapularis+Augment+RTS_18+life_a+fed.jpg,43231661,Augment,18.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43238810+Dermacentor_variabilis+Augment+RTS_27+life_a+fed.jpg,43238810,Augment,27.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43241288+Ixodes_scapularis+Augment+RTS_12+life_a+fed.jpg,43241288,Augment,12.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43243073+Dermacentor_variabilis+Augment+RTS_120+life_a+fed.jpg,43243073,Augment,120.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43250714+Dermacentor_variabilis+Augment+RTS_195+life_a+fed.jpg,43250714,Augment,195.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43264309+Dermacentor_variabilis+Augment+RTS_16+life_a+fed.jpg,43264309,Augment,16.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43265663+Dermacentor_variabilis+Augment+RTS_35+life_a+fed.jpg,43265663,Augment,35.0,True,f,a,fed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/4333900+Ixodes_scapularis+Augment+RTS_151+life_a+fed.jpg,4333900,Augment,151.0,True,f,a,unfed,Ixodes scapularis,nan,nan,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43362948+Ixodes_scapularis+Augment+RTS_22+life_a+feed_unk.jpg,43362948,Augment,22.0,True,f,a,unk,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43377750+Ixodes_scapularis+Augment+RTS_62+life_a+fed.jpg,43377750,Augment,62.0,True,f,a,fed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43385463+Dermacentor_variabilis+Discard+RTS_+life_unk+feed_unk.jpg,43385463,Discard,nan,nan,unk,unk,unk,Dermacentor variabilis,JAR,8/11/2020,looks like ventral view,True
/Volumes/My Passport/MLS_project/OriginalData/43399645+Dermacentor_variabilis+Augment+RTS_170+life_a+fed.jpg,43399645,Augment,170.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43415360+Dermacentor_variabilis+Augment+RTS_35+life_a+fed.jpg,43415360,Augment,35.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43435922+Ixodes_scapularis+Augment+RTS_115+life_a+fed.jpg,43435922,Augment,115.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43443940+Ixodes_scapularis+Augment+RTS_18+life_a+fed.jpg,43443940,Augment,18.0,True,m,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43447465+Dermacentor_variabilis+Augment+RTS_110+life_a+fed.jpg,43447465,Augment,110.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43447484+Dermacentor_variabilis+Augment+RTS_130+life_a+fed.jpg,43447484,Augment,130.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43447492+Ixodes_scapularis+Augment+RTS_72+life_a+fed.jpg,43447492,Augment,72.0,True,m,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43453668+Dermacentor_variabilis+Augment+RTS_120+life_a+fed.jpg,43453668,Augment,120.0,True,m,a,fed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43455288+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,43455288,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43457717+Dermacentor_variabilis+Augment+RTS_22+life_a+fed.jpg,43457717,Augment,22.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43457722+Ixodes_scapularis+Augment+RTS_22+life_a+feed_unk.jpg,43457722,Augment,22.0,True,f,a,unk,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43458013+Dermacentor_variabilis+Discard+RTS_+life_unk+feed_unk.jpg,43458013,Discard,nan,nan,unk,unk,unk,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43462240+Ixodes_scapularis+Augment+RTS_22+life_a+fed.jpg,43462240,Augment,22.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43464901+Dermacentor_variabilis+Augment+RTS_95+life_a+fed.jpg,43464901,Augment,95.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43465210+Dermacentor_variabilis+Keep+RTS_22+life_a+fed.jpg,43465210,Keep,22.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43473590+Dermacentor_variabilis+Augment+RTS_130+life_a+fed.jpg,43473590,Augment,130.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43476839+Dermacentor_variabilis+Keep+RTS_22+life_a+fed.jpg,43476839,Keep,22.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/4347684+Ixodes_scapularis+Augment+RTS_206+life_a+fed.jpg,4347684,Augment,206.0,True,f,a,fed,Ixodes scapularis,nan,nan,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43492221+Ixodes_scapularis+Augment+RTS_+life_a+feed_unk.jpg,43492221,Augment,nan,False,unk,a,unk,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43497787+Ixodes_scapularis+Augment+RTS_150+life_a+fed.jpg,43497787,Augment,150.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43512678+Dermacentor_variabilis+Augment+RTS_98+life_a+fed.jpg,43512678,Augment,98.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43520672+Dermacentor_variabilis+Keep+RTS_17+life_a+fed.jpg,43520672,Keep,17.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43520815+Dermacentor_variabilis+Augment+RTS_34+life_a+fed.jpg,43520815,Augment,34.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43520877+Dermacentor_variabilis+Augment+RTS_28+life_a+fed.jpg,43520877,Augment,28.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43522693+Dermacentor_variabilis+Augment+RTS_130+life_a+fed.jpg,43522693,Augment,130.0,True,f,a,fed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43526837+Ixodes_scapularis+Augment+RTS_122+life_a+fed.jpg,43526837,Augment,122.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43532001+Ixodes_scapularis+Augment+RTS_85+life_a+fed.jpg,43532001,Augment,85.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43532288+Ixodes_scapularis+Augment+RTS_140+life_a+fed.jpg,43532288,Augment,140.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43600574+Amblyomma_americanum+Augment+RTS_77+life_a+fed.jpg,43600574,Augment,77.0,True,f,a,unfed,Amblyomma americanum,XL,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43628863+Ixodes_scapularis+Augment+RTS_37+life_a+fed.jpg,43628863,Augment,37.0,True,m,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43645243+Ixodes_scapularis+Augment+RTS_30+life_a+fed.jpg,43645243,Augment,30.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43650158+Ixodes_scapularis+Augment+RTS_50+life_a+fed.jpg,43650158,Augment,50.0,True,f,a,fed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43656491+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,43656491,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43656582+Dermacentor_variabilis+Augment+RTS_95+life_a+fed.jpg,43656582,Augment,95.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43661171+Dermacentor_variabilis+Augment+RTS_84+life_a+fed.jpg,43661171,Augment,84.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43666168+Dermacentor_variabilis+Augment+RTS_83+life_a+fed.jpg,43666168,Augment,83.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43666873+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,43666873,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43672380+Ixodes_scapularis+Augment+RTS_115+life_a+fed.jpg,43672380,Augment,115.0,True,f,a,fed,Ixodes scapularis,LJ,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43689114+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,43689114,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43689891+Ixodes_scapularis+Augment+RTS_43+life_a+feed_unk.jpg,43689891,Augment,43.0,True,f,a,unk,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43696889+Dermacentor_variabilis+Discard+RTS_+life_unk+feed_unk.jpg,43696889,Discard,nan,nan,unk,unk,unk,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/4371304+Ixodes_scapularis+Keep+RTS_28+life_a+fed.jpg,4371304,Keep,28.0,True,f,a,unfed,Ixodes scapularis,nan,nan,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43717370+Dermacentor_variabilis+Augment+RTS_33+life_a+fed.jpg,43717370,Augment,33.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43732339+Dermacentor_variabilis+Augment+RTS_190+life_a+fed.jpg,43732339,Augment,190.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43744495+Dermacentor_variabilis+Augment+RTS_80+life_a+fed.jpg,43744495,Augment,80.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43745475+Dermacentor_variabilis+Augment+RTS_25+life_a+fed.jpg,43745475,Augment,25.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43747211+Dermacentor_variabilis+Discard+RTS_+life_unk+feed_unk.jpg,43747211,Discard,nan,nan,unk,unk,unk,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43747413+Amblyomma_americanum+Keep+RTS_20+life_unk+feed_unk.jpg,43747413,Keep,20.0,True,unk,unk,unk,Amblyomma americanum,XL,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43750066+Dermacentor_variabilis+Augment+RTS_45+life_a+fed.jpg,43750066,Augment,45.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43755084+Dermacentor_variabilis+Augment+RTS_45+life_a+fed.jpg,43755084,Augment,45.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43757522+Ixodes_scapularis+Augment+RTS_45+life_a+fed.jpg,43757522,Augment,45.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43760988+Dermacentor_variabilis+Augment+RTS_70+life_a+fed.jpg,43760988,Augment,70.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43775700+Ixodes_scapularis+Augment+RTS_35+life_a+fed.jpg,43775700,Augment,35.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43776775+Dermacentor_variabilis+Augment+RTS_25+life_l+fed.jpg,43776775,Augment,25.0,True,unk,l,fed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43779925+Ixodes_scapularis+Augment+RTS_110+life_a+fed.jpg,43779925,Augment,110.0,True,f,a,fed,Ixodes scapularis,LJ,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43786222+Amblyomma_americanum+Augment+RTS_113+life_n+fed.jpg,43786222,Augment,113.0,True,unk,n,unfed,Amblyomma americanum,XL,8/13/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43795941+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,43795941,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43813336+Dermacentor_variabilis+Augment+RTS_125+life_a+fed.jpg,43813336,Augment,125.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43815452+Dermacentor_variabilis+Augment+RTS_40+life_a+fed.jpg,43815452,Augment,40.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43819408+Amblyomma_americanum+Augment+RTS_27+life_a+fed.jpg,43819408,Augment,27.0,True,m,a,unfed,Amblyomma americanum,XL,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43824799+Ixodes_scapularis+Augment+RTS_28+life_a+fed.jpg,43824799,Augment,28.0,True,f,a,unfed,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43827331+Amblyomma_americanum+Augment+RTS_35+life_a+fed.jpg,43827331,Augment,35.0,True,f,a,unfed,Amblyomma americanum,XL,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43827863+Amblyomma_americanum+Keep+RTS_30+life_unk+feed_unk.jpg,43827863,Keep,30.0,True,unk,unk,unk,Amblyomma americanum,XL,8/13/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43828752+Ixodes_scapularis+Discard+RTS_+life_unk+feed_unk.jpg,43828752,Discard,nan,nan,unk,unk,unk,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43836800+Dermacentor_variabilis+Augment+RTS_50+life_a+fed.jpg,43836800,Augment,50.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43839639+Ixodes_scapularis+Keep+RTS_9+life_a+feed_unk.jpg,43839639,Keep,9.0,True,f,a,unk,Ixodes scapularis,LJ,8/11/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43850734+Dermacentor_variabilis+Augment+RTS_23+life_a+fed.jpg,43850734,Augment,23.0,True,f,a,unfed,Dermacentor variabilis,JAR,8/10/2020,nan,True
/Volumes/My Passport/MLS_project/OriginalData/43921501+Dermacentor_variabilis+Augment+RTS_130+life_a+fed.jpg,43921501,Augment,130.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/10/2020,nan,False
/Volumes/My Passport/MLS_project/OriginalData/43938071+Dermacentor_variabilis+Augment+RTS_50+life_a+fed.jpg,43938071,Augment,50.0,True,m,a,unfed,Dermacentor variabilis,JAR,8/10/2020,nan,True
